holiday,workingday,weather,temp,feel_temp,humidity,windspeed,datetime,count
False,True,clear,37.72,43.94,0.4,15.0013,2011-06-08 16:00:00,233
False,True,clear,37.72,42.425,0.35,15.0013,2011-06-08 17:00:00,506
False,True,clear,36.9,40.91,0.37,15.0013,2011-06-08 18:00:00,459
False,True,clear,33.62,40.15,0.59,8.9981,2011-06-08 19:00:00,384
False,True,clear,32.800000000000004,39.395,0.63,8.9981,2011-06-08 20:00:00,280
False,True,clear,32.800000000000004,40.15,0.66,8.9981,2011-06-08 21:00:00,202
False,True,clear,31.16,37.12,0.75,11.0014,2011-06-08 22:00:00,176
False,True,clear,31.16,37.12,0.75,12.998,2011-06-08 23:00:00,116
False,True,misty,30.34,35.605,0.79,8.9981,2011-06-09 00:00:00,47
False,True,clear,30.34,35.605,0.79,7.0015,2011-06-09 01:00:00,16
False,True,misty,29.52,35.605,0.84,11.0014,2011-06-09 02:00:00,6
False,True,misty,29.52,35.605,0.84,7.0015,2011-06-09 03:00:00,2
False,True,misty,29.52,34.85,0.79,6.0032,2011-06-09 04:00:00,6
False,True,misty,28.7,33.335,0.84,0.0,2011-06-09 05:00:00,20
False,True,misty,29.52,35.605,0.84,6.0032,2011-06-09 06:00:00,118
False,True,misty,29.52,34.85,0.79,8.9981,2011-06-09 07:00:00,314
False,True,misty,31.16,36.365,0.7,7.0015,2011-06-09 08:00:00,432
False,True,clear,34.44,39.395,0.49,0.0,2011-06-09 09:00:00,168
False,True,clear,35.26,40.91,0.5,19.0012,2011-06-09 10:00:00,94
False,True,clear,36.9,42.425,0.42,15.0013,2011-06-09 11:00:00,118
False,True,clear,37.72,42.425,0.35,12.998,2011-06-09 12:00:00,140
False,True,clear,36.9,40.91,0.37,6.0032,2011-06-09 13:00:00,136
False,True,clear,37.72,43.94,0.4,12.998,2011-06-09 14:00:00,118
False,True,clear,38.54,41.665,0.31,11.0014,2011-06-09 15:00:00,104
False,True,clear,37.72,41.665,0.33,8.9981,2011-06-09 16:00:00,200
False,True,clear,36.9,40.91,0.37,16.997899999999998,2011-06-09 17:00:00,409
False,True,clear,36.08,40.15,0.39,19.0012,2011-06-09 18:00:00,466
False,True,misty,34.44,37.12,0.39,22.0028,2011-06-09 19:00:00,326
False,True,misty,32.800000000000004,36.365,0.43,12.998,2011-06-09 20:00:00,254
False,True,rain,31.16,34.85,0.52,0.0,2011-06-09 21:00:00,171
False,True,misty,30.34,34.09,0.58,11.0014,2011-06-09 22:00:00,153
False,True,misty,30.34,34.85,0.57,11.0014,2011-06-09 23:00:00,97
False,True,rain,28.7,32.575,0.65,15.0013,2011-06-10 00:00:00,69
False,True,rain,28.7,32.575,0.65,15.0013,2011-06-10 01:00:00,23
False,True,clear,27.880000000000003,31.82,0.69,11.0014,2011-06-10 02:00:00,13
False,True,clear,27.880000000000003,31.82,0.69,11.0014,2011-06-10 03:00:00,6
False,True,clear,27.06,30.305,0.78,11.0014,2011-06-10 04:00:00,4
False,True,clear,27.06,30.305,0.78,11.0014,2011-06-10 05:00:00,28
False,True,clear,27.06,30.305,0.78,6.0032,2011-06-10 06:00:00,104
False,True,clear,29.52,34.09,0.66,7.0015,2011-06-10 07:00:00,267
False,True,clear,30.34,34.09,0.58,8.9981,2011-06-10 08:00:00,452
False,True,clear,31.16,34.85,0.55,0.0,2011-06-10 09:00:00,213
False,True,clear,31.98,35.605,0.52,0.0,2011-06-10 10:00:00,111
False,True,clear,33.62,37.88,0.46,0.0,2011-06-10 11:00:00,153
False,True,clear,34.44,37.88,0.44,8.9981,2011-06-10 12:00:00,207
False,True,clear,34.44,37.88,0.44,7.0015,2011-06-10 13:00:00,189
False,True,clear,35.26,38.635000000000005,0.39,0.0,2011-06-10 14:00:00,165
False,True,clear,34.44,37.88,0.44,7.0015,2011-06-10 15:00:00,212
False,True,clear,33.62,39.395,0.56,19.9995,2011-06-10 16:00:00,285
False,True,clear,33.62,38.635000000000005,0.52,15.0013,2011-06-10 17:00:00,517
False,True,clear,32.800000000000004,38.635000000000005,0.59,15.0013,2011-06-10 18:00:00,463
False,True,clear,31.98,37.12,0.59,12.998,2011-06-10 19:00:00,306
False,True,clear,31.16,35.605,0.62,7.0015,2011-06-10 20:00:00,250
False,True,clear,31.16,36.365,0.66,8.9981,2011-06-10 21:00:00,218
False,True,clear,29.52,34.85,0.74,16.997899999999998,2011-06-10 22:00:00,185
False,True,clear,29.52,34.85,0.74,11.0014,2011-06-10 23:00:00,146
False,False,clear,28.7,33.335,0.79,8.9981,2011-06-11 00:00:00,117
False,False,clear,28.7,33.335,0.79,6.0032,2011-06-11 01:00:00,77
False,False,clear,28.7,33.335,0.79,7.0015,2011-06-11 02:00:00,60
False,False,clear,27.880000000000003,31.82,0.83,6.0032,2011-06-11 03:00:00,28
False,False,clear,27.880000000000003,31.82,0.79,6.0032,2011-06-11 04:00:00,13
False,False,clear,27.880000000000003,31.82,0.74,8.9981,2011-06-11 05:00:00,16
False,False,clear,28.7,32.575,0.61,8.9981,2011-06-11 06:00:00,40
False,False,clear,29.52,33.335,0.58,12.998,2011-06-11 07:00:00,68
False,False,clear,30.34,34.09,0.58,12.998,2011-06-11 08:00:00,143
False,False,clear,30.34,34.09,0.62,8.9981,2011-06-11 09:00:00,230
False,False,clear,30.34,34.09,0.58,11.0014,2011-06-11 10:00:00,264
False,False,clear,31.16,35.605,0.62,8.9981,2011-06-11 11:00:00,325
False,False,clear,32.800000000000004,37.88,0.55,15.0013,2011-06-11 12:00:00,347
False,False,clear,32.800000000000004,37.88,0.55,12.998,2011-06-11 13:00:00,387
False,False,clear,33.62,38.635000000000005,0.49,7.0015,2011-06-11 14:00:00,380
False,False,clear,33.62,38.635000000000005,0.49,7.0015,2011-06-11 15:00:00,374
False,False,misty,32.800000000000004,36.365,0.46,12.998,2011-06-11 16:00:00,394
False,False,misty,30.34,34.09,0.58,11.0014,2011-06-11 17:00:00,337
False,False,misty,29.52,34.09,0.62,8.9981,2011-06-11 18:00:00,286
False,False,clear,28.7,32.575,0.65,12.998,2011-06-11 19:00:00,264
False,False,clear,27.880000000000003,31.82,0.74,16.997899999999998,2011-06-11 20:00:00,275
False,False,clear,27.06,31.06,0.74,15.0013,2011-06-11 21:00:00,220
False,False,clear,27.06,30.305,0.78,15.0013,2011-06-11 22:00:00,190
False,False,clear,27.06,31.06,0.74,7.0015,2011-06-11 23:00:00,131
False,False,clear,27.06,30.305,0.78,15.0013,2011-06-12 00:00:00,119
False,False,clear,26.24,28.79,0.83,7.0015,2011-06-12 01:00:00,93
False,False,clear,26.24,28.79,0.89,16.997899999999998,2011-06-12 02:00:00,66
False,False,clear,26.24,28.79,0.89,19.0012,2011-06-12 03:00:00,28
False,False,clear,25.42,28.03,0.88,11.0014,2011-06-12 04:00:00,14
False,False,clear,25.42,28.03,0.88,15.0013,2011-06-12 05:00:00,10
False,False,clear,25.42,28.03,0.88,7.0015,2011-06-12 06:00:00,14
False,False,clear,26.24,29.545,0.78,7.0015,2011-06-12 07:00:00,34
False,False,clear,28.7,33.335,0.74,0.0,2011-06-12 08:00:00,92
False,False,clear,29.52,34.09,0.66,0.0,2011-06-12 09:00:00,182
False,False,clear,31.16,35.605,0.58,6.0032,2011-06-12 10:00:00,311
False,False,clear,31.98,36.365,0.55,7.0015,2011-06-12 11:00:00,367
False,False,clear,33.62,37.88,0.46,0.0,2011-06-12 12:00:00,420
False,False,clear,31.98,37.12,0.59,19.0012,2011-06-12 13:00:00,373
False,False,clear,33.62,39.395,0.56,16.997899999999998,2011-06-12 14:00:00,315
False,False,clear,32.800000000000004,38.635000000000005,0.59,19.9995,2011-06-12 15:00:00,360
False,False,rain,27.880000000000003,31.82,0.83,19.0012,2011-06-12 16:00:00,350
False,False,rain,27.880000000000003,31.82,0.83,19.0012,2011-06-12 17:00:00,252
False,False,clear,28.7,33.335,0.74,11.0014,2011-06-12 18:00:00,256
False,False,clear,28.7,33.335,0.74,7.0015,2011-06-12 19:00:00,223
False,False,clear,27.06,30.305,0.83,11.0014,2011-06-12 20:00:00,206
False,False,clear,27.06,30.305,0.83,7.0015,2011-06-12 21:00:00,140
False,False,clear,26.24,28.79,0.83,8.9981,2011-06-12 22:00:00,128
False,False,clear,26.24,29.545,0.78,12.998,2011-06-12 23:00:00,107
False,True,clear,26.24,29.545,0.78,8.9981,2011-06-13 00:00:00,28
False,True,clear,26.24,30.305,0.73,15.0013,2011-06-13 01:00:00,16
False,True,clear,25.42,29.545,0.73,19.0012,2011-06-13 02:00:00,10
False,True,clear,24.6,30.305,0.6,32.9975,2011-06-13 03:00:00,7
False,True,clear,22.96,26.515,0.64,19.9995,2011-06-13 04:00:00,4
False,True,clear,22.14,25.76,0.64,26.0027,2011-06-13 05:00:00,29
False,True,clear,22.14,25.76,0.64,27.9993,2011-06-13 06:00:00,105
False,True,clear,22.96,26.515,0.56,23.9994,2011-06-13 07:00:00,328
False,True,clear,23.78,27.275,0.49,30.0026,2011-06-13 08:00:00,476
False,True,clear,25.42,31.06,0.46,23.9994,2011-06-13 09:00:00,224
False,True,clear,26.24,31.06,0.41,22.0028,2011-06-13 10:00:00,118
False,True,clear,27.06,31.06,0.41,19.9995,2011-06-13 11:00:00,159
False,True,clear,27.06,31.06,0.41,19.0012,2011-06-13 12:00:00,196
False,True,clear,28.7,31.82,0.37,0.0,2011-06-13 13:00:00,227
False,True,clear,28.7,31.82,0.34,16.997899999999998,2011-06-13 14:00:00,200
False,True,clear,28.7,31.82,0.37,30.0026,2011-06-13 15:00:00,185
False,True,clear,28.7,31.82,0.37,27.9993,2011-06-13 16:00:00,326
False,True,clear,28.7,31.82,0.39,22.0028,2011-06-13 17:00:00,601
False,True,clear,28.7,31.82,0.37,23.9994,2011-06-13 18:00:00,586
False,True,clear,27.06,31.06,0.39,19.0012,2011-06-13 19:00:00,423
False,True,clear,26.24,31.06,0.44,16.997899999999998,2011-06-13 20:00:00,331
False,True,clear,26.24,31.06,0.41,16.997899999999998,2011-06-13 21:00:00,218
False,True,clear,25.42,31.06,0.46,15.0013,2011-06-13 22:00:00,134
False,True,clear,25.42,31.06,0.46,12.998,2011-06-13 23:00:00,89
False,True,clear,24.6,31.06,0.49,12.998,2011-06-14 00:00:00,31
False,True,clear,24.6,31.06,0.49,16.997899999999998,2011-06-14 01:00:00,13
False,True,clear,24.6,31.06,0.49,19.0012,2011-06-14 02:00:00,10
False,True,clear,23.78,27.275,0.53,22.0028,2011-06-14 03:00:00,2
False,True,clear,22.14,25.76,0.6,16.997899999999998,2011-06-14 04:00:00,3
False,True,clear,22.14,25.76,0.56,22.0028,2011-06-14 05:00:00,26
False,True,clear,22.14,25.76,0.56,19.9995,2011-06-14 06:00:00,113
False,True,clear,22.96,26.515,0.52,27.9993,2011-06-14 07:00:00,365
False,True,clear,23.78,27.275,0.49,26.0027,2011-06-14 08:00:00,486
False,True,clear,25.42,31.06,0.46,12.998,2011-06-14 09:00:00,193
False,True,clear,25.42,31.06,0.46,15.0013,2011-06-14 10:00:00,130
False,True,clear,26.24,31.06,0.41,19.0012,2011-06-14 11:00:00,143
False,True,clear,26.24,31.06,0.41,23.9994,2011-06-14 12:00:00,169
False,True,clear,26.24,31.06,0.44,15.0013,2011-06-14 13:00:00,209
False,True,misty,26.24,31.06,0.47,12.998,2011-06-14 14:00:00,159
False,True,clear,26.24,31.06,0.47,11.0014,2011-06-14 15:00:00,178
False,True,clear,27.880000000000003,31.82,0.41,12.998,2011-06-14 16:00:00,330
False,True,rain,26.24,31.06,0.5,19.0012,2011-06-14 17:00:00,569
False,True,clear,25.42,31.06,0.51,22.0028,2011-06-14 18:00:00,538
False,True,clear,26.24,31.06,0.5,23.9994,2011-06-14 19:00:00,386
False,True,clear,24.6,31.06,0.56,11.0014,2011-06-14 20:00:00,297
False,True,clear,24.6,31.06,0.56,19.9995,2011-06-14 21:00:00,243
False,True,clear,23.78,27.275,0.6,15.0013,2011-06-14 22:00:00,188
False,True,clear,22.96,26.515,0.68,15.0013,2011-06-14 23:00:00,110
False,True,clear,22.96,26.515,0.64,23.9994,2011-06-15 00:00:00,52
False,True,clear,22.14,25.76,0.64,19.0012,2011-06-15 01:00:00,14
False,True,clear,21.32,25.0,0.63,15.0013,2011-06-15 02:00:00,9
False,True,clear,20.5,24.24,0.68,16.997899999999998,2011-06-15 03:00:00,1
False,True,clear,20.5,24.24,0.63,19.0012,2011-06-15 04:00:00,4
False,True,clear,19.68,23.485,0.67,19.0012,2011-06-15 05:00:00,21
False,True,clear,20.5,24.24,0.63,16.997899999999998,2011-06-15 06:00:00,121
False,True,clear,22.14,25.76,0.6,8.9981,2011-06-15 07:00:00,370
False,True,clear,23.78,27.275,0.53,8.9981,2011-06-15 08:00:00,498
False,True,clear,24.6,31.06,0.49,0.0,2011-06-15 09:00:00,207
False,True,clear,26.24,31.06,0.47,11.0014,2011-06-15 10:00:00,135
False,True,clear,27.880000000000003,31.82,0.36,0.0,2011-06-15 11:00:00,164
False,True,clear,28.7,31.82,0.34,15.0013,2011-06-15 12:00:00,211
False,True,clear,30.34,32.575,0.28,19.0012,2011-06-15 13:00:00,189
False,True,clear,30.34,32.575,0.28,0.0,2011-06-15 14:00:00,178
False,True,clear,31.16,33.335,0.27,0.0,2011-06-15 15:00:00,164
False,True,clear,31.16,33.335,0.27,8.9981,2011-06-15 16:00:00,312
False,True,clear,30.34,32.575,0.28,7.0015,2011-06-15 17:00:00,638
False,True,clear,29.52,32.575,0.32,8.9981,2011-06-15 18:00:00,607
False,True,clear,28.7,31.82,0.37,19.0012,2011-06-15 19:00:00,416
False,True,clear,27.06,31.06,0.44,11.0014,2011-06-15 20:00:00,330
False,True,clear,26.24,31.06,0.47,15.0013,2011-06-15 21:00:00,257
False,True,clear,25.42,31.06,0.5,7.0015,2011-06-15 22:00:00,175
False,True,clear,25.42,31.06,0.53,0.0,2011-06-15 23:00:00,107
False,True,clear,24.6,31.06,0.56,7.0015,2011-06-16 00:00:00,47
False,True,clear,23.78,27.275,0.6,0.0,2011-06-16 01:00:00,17
False,True,clear,24.6,31.06,0.56,6.0032,2011-06-16 02:00:00,5
False,True,misty,22.96,26.515,0.73,6.0032,2011-06-16 03:00:00,4
False,True,misty,22.96,26.515,0.68,7.0015,2011-06-16 04:00:00,6
False,True,clear,24.6,30.305,0.64,12.998,2011-06-16 05:00:00,25
False,True,rain,23.78,27.275,0.73,11.0014,2011-06-16 06:00:00,112
False,True,rain,22.96,26.515,0.78,11.0014,2011-06-16 07:00:00,188
False,True,misty,24.6,29.545,0.69,8.9981,2011-06-16 08:00:00,388
False,True,misty,25.42,30.305,0.65,12.998,2011-06-16 09:00:00,261
False,True,misty,27.06,31.06,0.61,16.997899999999998,2011-06-16 10:00:00,121
False,True,misty,27.880000000000003,31.82,0.61,19.9995,2011-06-16 11:00:00,150
False,True,clear,29.52,33.335,0.54,26.0027,2011-06-16 12:00:00,206
False,True,misty,29.52,33.335,0.54,16.997899999999998,2011-06-16 13:00:00,151
False,True,misty,29.52,33.335,0.54,22.0028,2011-06-16 14:00:00,153
False,True,misty,28.7,32.575,0.61,19.9995,2011-06-16 15:00:00,159
False,True,rain,27.06,31.06,0.69,12.998,2011-06-16 16:00:00,294
False,True,misty,26.24,29.545,0.78,7.0015,2011-06-16 17:00:00,272
False,True,clear,26.24,28.79,0.83,15.0013,2011-06-16 18:00:00,325
False,True,clear,25.42,28.79,0.83,19.0012,2011-06-16 19:00:00,327
False,True,clear,25.42,28.79,0.83,22.0028,2011-06-16 20:00:00,201
False,True,rain,25.42,28.79,0.83,16.997899999999998,2011-06-16 21:00:00,188
False,True,rain,25.42,28.79,0.83,16.997899999999998,2011-06-16 22:00:00,151
False,True,rain,24.6,28.03,0.83,16.997899999999998,2011-06-16 23:00:00,16
False,True,clear,22.96,26.515,0.88,6.0032,2011-06-17 00:00:00,24
False,True,clear,22.96,26.515,0.94,8.9981,2011-06-17 01:00:00,23
False,True,clear,22.96,26.515,0.94,7.0015,2011-06-17 02:00:00,13
False,True,clear,22.96,26.515,0.94,7.0015,2011-06-17 03:00:00,6
False,True,clear,22.14,25.76,0.94,8.9981,2011-06-17 04:00:00,6
False,True,clear,22.14,25.76,1.0,0.0,2011-06-17 05:00:00,13
False,True,clear,22.96,26.515,0.94,0.0,2011-06-17 06:00:00,97
False,True,clear,24.6,28.03,0.83,0.0,2011-06-17 07:00:00,250
False,True,misty,24.6,28.03,0.83,0.0,2011-06-17 08:00:00,454
False,True,clear,28.7,32.575,0.58,12.998,2011-06-17 09:00:00,224
False,True,clear,28.7,32.575,0.58,12.998,2011-06-17 10:00:00,170
False,True,clear,27.880000000000003,31.82,0.69,16.997899999999998,2011-06-17 11:00:00,181
False,True,clear,28.7,32.575,0.65,16.997899999999998,2011-06-17 12:00:00,243
False,True,clear,30.34,34.09,0.62,19.0012,2011-06-17 13:00:00,204
False,True,clear,31.16,34.85,0.52,12.998,2011-06-17 14:00:00,215
False,True,clear,31.98,34.85,0.43,15.0013,2011-06-17 15:00:00,243
False,True,clear,31.16,34.09,0.45,11.0014,2011-06-17 16:00:00,355
False,True,rain,31.16,34.09,0.4,12.998,2011-06-17 17:00:00,552
False,True,rain,31.16,34.09,0.4,12.998,2011-06-17 18:00:00,450
False,True,rain,26.24,28.79,0.83,16.997899999999998,2011-06-17 19:00:00,328
False,True,clear,26.24,29.545,0.78,7.0015,2011-06-17 20:00:00,232
False,True,clear,26.24,29.545,0.78,6.0032,2011-06-17 21:00:00,208
False,True,clear,25.42,28.03,0.88,8.9981,2011-06-17 22:00:00,175
False,True,clear,25.42,28.79,0.83,8.9981,2011-06-17 23:00:00,178
False,False,clear,25.42,28.03,0.88,8.9981,2011-06-18 00:00:00,104
False,False,clear,25.42,28.79,0.83,7.0015,2011-06-18 01:00:00,95
False,False,clear,24.6,27.275,0.88,0.0,2011-06-18 02:00:00,53
False,False,clear,24.6,27.275,0.88,6.0032,2011-06-18 03:00:00,20
False,False,clear,24.6,27.275,0.88,6.0032,2011-06-18 04:00:00,5
False,False,clear,25.42,28.79,0.83,0.0,2011-06-18 05:00:00,7
False,False,clear,25.42,28.79,0.83,7.0015,2011-06-18 06:00:00,27
False,False,clear,26.24,29.545,0.78,8.9981,2011-06-18 07:00:00,57
False,False,clear,27.06,30.305,0.78,6.0032,2011-06-18 08:00:00,131
False,False,clear,28.7,32.575,0.61,15.0013,2011-06-18 09:00:00,218
False,False,clear,29.52,34.09,0.62,12.998,2011-06-18 10:00:00,244
False,False,clear,29.52,34.09,0.62,8.9981,2011-06-18 11:00:00,404
False,False,clear,30.34,34.85,0.66,6.0032,2011-06-18 12:00:00,420
False,False,clear,31.16,34.85,0.55,0.0,2011-06-18 13:00:00,327
False,False,misty,32.800000000000004,36.365,0.46,19.0012,2011-06-18 14:00:00,334
False,False,misty,33.62,37.88,0.46,8.9981,2011-06-18 15:00:00,367
False,False,misty,31.16,34.85,0.52,15.0013,2011-06-18 16:00:00,468
False,False,misty,31.16,34.09,0.48,11.0014,2011-06-18 17:00:00,449
False,False,misty,30.34,34.09,0.55,12.998,2011-06-18 18:00:00,381
False,False,misty,30.34,33.335,0.51,7.0015,2011-06-18 19:00:00,326
False,False,misty,29.52,33.335,0.58,8.9981,2011-06-18 20:00:00,188
False,False,misty,29.52,34.09,0.66,7.0015,2011-06-18 21:00:00,183
False,False,misty,29.52,34.09,0.62,8.9981,2011-06-18 22:00:00,161
False,False,misty,29.52,34.09,0.62,0.0,2011-06-18 23:00:00,150
False,False,clear,28.7,32.575,0.65,0.0,2011-06-19 00:00:00,89
False,False,misty,28.7,32.575,0.65,6.0032,2011-06-19 01:00:00,76
False,False,clear,27.880000000000003,31.82,0.74,6.0032,2011-06-19 02:00:00,72
False,False,misty,27.06,30.305,0.78,8.9981,2011-06-19 03:00:00,30
False,False,misty,27.06,31.06,0.74,8.9981,2011-06-19 04:00:00,17
False,False,misty,27.06,30.305,0.78,0.0,2011-06-19 05:00:00,19
False,False,misty,27.06,30.305,0.78,11.0014,2011-06-19 06:00:00,33
False,False,misty,27.06,30.305,0.78,11.0014,2011-06-19 07:00:00,71
False,False,rain,27.880000000000003,31.82,0.74,7.0015,2011-06-19 08:00:00,84
False,False,misty,27.880000000000003,31.82,0.74,7.0015,2011-06-19 09:00:00,169
False,False,misty,28.7,32.575,0.61,7.0015,2011-06-19 10:00:00,244
False,False,misty,29.52,33.335,0.58,6.0032,2011-06-19 11:00:00,377
False,False,misty,30.34,34.09,0.55,6.0032,2011-06-19 12:00:00,396
False,False,misty,30.34,33.335,0.51,0.0,2011-06-19 13:00:00,363
False,False,rain,30.34,34.09,0.58,7.0015,2011-06-19 14:00:00,317
False,False,misty,30.34,34.09,0.55,7.0015,2011-06-19 15:00:00,362
False,False,misty,31.16,34.09,0.48,0.0,2011-06-19 16:00:00,378
False,False,clear,30.34,33.335,0.51,0.0,2011-06-19 17:00:00,397
False,False,misty,30.34,34.09,0.58,6.0032,2011-06-19 18:00:00,296
False,False,clear,29.52,34.09,0.62,8.9981,2011-06-19 19:00:00,311
False,False,clear,28.7,32.575,0.7,12.998,2011-06-19 20:00:00,232
False,False,clear,27.880000000000003,31.82,0.79,8.9981,2011-06-19 21:00:00,167
False,False,clear,27.06,30.305,0.78,15.0013,2011-06-19 22:00:00,152
False,False,clear,27.06,30.305,0.78,12.998,2011-06-19 23:00:00,92
False,True,clear,27.06,30.305,0.83,11.0014,2011-06-20 00:00:00,26
False,True,clear,26.24,28.79,0.89,6.0032,2011-06-20 01:00:00,12
False,True,clear,26.24,28.79,0.89,6.0032,2011-06-20 02:00:00,2
False,True,rain,26.24,28.79,0.89,0.0,2011-06-20 03:00:00,1
False,True,rain,25.42,28.03,0.88,11.0014,2011-06-20 04:00:00,3
False,True,rain,25.42,28.79,0.83,8.9981,2011-06-20 05:00:00,3
False,True,rain,24.6,28.79,0.78,8.9981,2011-06-20 06:00:00,26
False,True,rain,22.96,26.515,0.88,12.998,2011-06-20 07:00:00,46
False,True,rain,22.96,26.515,0.83,12.998,2011-06-20 08:00:00,221
False,True,misty,24.6,28.79,0.78,16.997899999999998,2011-06-20 09:00:00,219
False,True,misty,24.6,28.79,0.78,16.997899999999998,2011-06-20 10:00:00,91
False,True,misty,24.6,28.79,0.78,7.0015,2011-06-20 11:00:00,94
False,True,misty,25.42,30.305,0.69,7.0015,2011-06-20 12:00:00,162
False,True,clear,26.24,30.305,0.65,7.0015,2011-06-20 13:00:00,179
False,True,clear,27.06,31.06,0.61,7.0015,2011-06-20 14:00:00,175
False,True,clear,27.06,31.06,0.61,8.9981,2011-06-20 15:00:00,205
False,True,clear,28.7,32.575,0.58,11.0014,2011-06-20 16:00:00,299
False,True,clear,28.7,32.575,0.54,0.0,2011-06-20 17:00:00,565
False,True,clear,28.7,32.575,0.61,16.997899999999998,2011-06-20 18:00:00,538
False,True,clear,27.06,31.06,0.65,15.0013,2011-06-20 19:00:00,431
False,True,clear,27.06,31.06,0.69,15.0013,2011-06-20 20:00:00,316
False,True,clear,26.24,30.305,0.73,11.0014,2011-06-20 21:00:00,206
False,True,misty,26.24,30.305,0.73,15.0013,2011-06-20 22:00:00,130
False,True,clear,25.42,29.545,0.78,16.997899999999998,2011-06-20 23:00:00,60
False,True,clear,25.42,29.545,0.78,11.0014,2011-06-21 00:00:00,33
False,True,rain,25.42,29.545,0.78,11.0014,2011-06-21 01:00:00,14
False,True,rain,25.42,28.79,0.83,11.0014,2011-06-21 02:00:00,6
False,True,rain,25.42,28.79,0.83,11.0014,2011-06-21 03:00:00,2
False,True,misty,24.6,27.275,0.88,7.0015,2011-06-21 04:00:00,9
False,True,misty,24.6,27.275,0.88,8.9981,2011-06-21 05:00:00,25
False,True,misty,24.6,27.275,0.88,8.9981,2011-06-21 06:00:00,115
False,True,misty,24.6,25.76,0.94,0.0,2011-06-21 07:00:00,309
False,True,misty,25.42,28.03,0.88,7.0015,2011-06-21 08:00:00,401
False,True,misty,25.42,28.03,0.88,16.997899999999998,2011-06-21 09:00:00,275
False,True,misty,26.24,28.79,0.83,12.998,2011-06-21 10:00:00,161
False,True,clear,27.06,30.305,0.83,11.0014,2011-06-21 11:00:00,171
False,True,clear,28.7,33.335,0.74,11.0014,2011-06-21 12:00:00,189
False,True,clear,30.34,34.85,0.66,11.0014,2011-06-21 13:00:00,207
False,True,clear,31.16,35.605,0.62,15.0013,2011-06-21 14:00:00,152
False,True,clear,31.98,37.12,0.59,16.997899999999998,2011-06-21 15:00:00,170
False,True,clear,32.800000000000004,38.635000000000005,0.59,15.0013,2011-06-21 16:00:00,335
False,True,clear,31.98,37.88,0.66,15.0013,2011-06-21 17:00:00,572
False,True,misty,31.16,36.365,0.7,16.997899999999998,2011-06-21 18:00:00,536
False,True,misty,30.34,35.605,0.74,15.0013,2011-06-21 19:00:00,425
False,True,rain,30.34,34.85,0.7,15.0013,2011-06-21 20:00:00,326
False,True,clear,29.52,34.85,0.74,12.998,2011-06-21 21:00:00,229
False,True,clear,28.7,33.335,0.79,7.0015,2011-06-21 22:00:00,109
False,True,clear,28.7,33.335,0.74,7.0015,2011-06-21 23:00:00,64
False,True,clear,27.06,30.305,0.78,12.998,2011-06-22 00:00:00,33
False,True,clear,27.06,30.305,0.78,8.9981,2011-06-22 01:00:00,21
False,True,clear,27.06,30.305,0.78,0.0,2011-06-22 02:00:00,7
False,True,clear,27.06,30.305,0.78,8.9981,2011-06-22 03:00:00,7
False,True,clear,26.24,28.79,0.83,0.0,2011-06-22 04:00:00,11
False,True,clear,26.24,28.79,0.89,0.0,2011-06-22 05:00:00,23
False,True,clear,27.06,30.305,0.83,0.0,2011-06-22 06:00:00,122
False,True,clear,28.7,33.335,0.79,0.0,2011-06-22 07:00:00,311
False,True,clear,29.52,34.85,0.74,7.0015,2011-06-22 08:00:00,423
False,True,clear,29.52,34.85,0.79,11.0014,2011-06-22 09:00:00,219
False,True,clear,30.34,34.85,0.7,16.997899999999998,2011-06-22 10:00:00,135
False,True,clear,30.34,34.85,0.7,11.0014,2011-06-22 11:00:00,145
False,True,misty,32.800000000000004,38.635000000000005,0.59,15.0013,2011-06-22 12:00:00,188
False,True,misty,33.62,39.395,0.56,16.997899999999998,2011-06-22 13:00:00,147
False,True,misty,33.62,38.635000000000005,0.52,19.0012,2011-06-22 14:00:00,145
False,True,misty,33.62,39.395,0.56,19.0012,2011-06-22 15:00:00,146
False,True,misty,33.62,40.15,0.59,22.0028,2011-06-22 16:00:00,258
False,True,misty,32.800000000000004,37.88,0.55,26.0027,2011-06-22 17:00:00,529
False,True,misty,32.800000000000004,38.635000000000005,0.59,16.997899999999998,2011-06-22 18:00:00,513
False,True,misty,32.800000000000004,37.12,0.52,16.997899999999998,2011-06-22 19:00:00,342
False,True,clear,30.34,35.605,0.74,8.9981,2011-06-22 20:00:00,282
False,True,clear,30.34,35.605,0.79,11.0014,2011-06-22 21:00:00,247
False,True,misty,29.52,34.85,0.79,12.998,2011-06-22 22:00:00,148
False,True,misty,29.52,34.85,0.79,15.0013,2011-06-22 23:00:00,105
False,True,clear,29.52,34.85,0.79,15.0013,2011-06-23 00:00:00,49
False,True,clear,29.52,34.85,0.74,15.0013,2011-06-23 01:00:00,31
False,True,clear,29.52,34.85,0.74,15.0013,2011-06-23 02:00:00,4
False,True,misty,29.52,34.85,0.74,11.0014,2011-06-23 03:00:00,5
False,True,misty,28.7,33.335,0.79,8.9981,2011-06-23 04:00:00,7
False,True,clear,29.52,34.85,0.74,11.0014,2011-06-23 05:00:00,24
False,True,clear,29.52,34.85,0.74,11.0014,2011-06-23 06:00:00,100
False,True,misty,29.52,34.85,0.74,8.9981,2011-06-23 07:00:00,327
False,True,misty,30.34,34.85,0.7,12.998,2011-06-23 08:00:00,432
